group_code,marine_site_name,site_code,site_lat,site_long,ltm_lat,ltm_long,marine_sort_order,marine_common_year,season_name,marine_season_code,marine_common_season,min_survey_date,max_survey_date,target_assemblage,species_code,size_bin,total,num_plots_sampled,method_code,state_province,georegion,bioregion,mpa_designation,mpa_region,mpa_lt_region,mpa_name,island,site_type,last_updated
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2020,NONE,NONE,NONE,2020-09-20,2020-09-20,sea_star,EVATRO,180,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2020,NONE,NONE,NONE,2020-09-20,2020-09-20,sea_star,EVATRO,140,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2020,NONE,NONE,NONE,2020-09-20,2020-09-20,sea_star,EVATRO,190,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,ASTAMU,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,DERIMB,NA,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,EVATRO,120,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,EVATRO,5,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,EVATRO,130,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,EVATRO,80,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,EVATRO,150,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,EVATRO,170,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,EVATRO,180,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,HENSPP,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,LEPTAS,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,ORTKOE,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,PISOCH,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,PYCHEL,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-04-13,2021-04-13,sea_star,SOLSPP,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,ASTAMU,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,DERIMB,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,200,3,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,110,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,160,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,210,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,120,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,170,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,80,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,130,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,180,3,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,90,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,140,5,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,190,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,100,5,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,EVATRO,150,7,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,HENSPP,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,LEPTAS,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,ORTKOE,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,PISOCH,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,PYCHEL,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-12,2021-07-12,sea_star,SOLSPP,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,ASTAMU,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,DERIMB,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,30,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,120,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,170,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,80,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,130,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,180,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,90,3,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,140,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,190,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,100,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,150,7,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,210,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,110,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,EVATRO,160,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,HENSPP,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,LEPTAS,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,ORTKOE,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,PISOCH,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,PYCHEL,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-07-27,2021-07-27,sea_star,SOLSPP,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,ASTAMU,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,DERIMB,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,180,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,90,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,140,5,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,190,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,150,5,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,210,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,100,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,160,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,30,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,120,6,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,170,5,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,40,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,EVATRO,130,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,HENSPP,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,LEPTAS,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,ORTKOE,NA,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,PISOCH,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,PYCHEL,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-08-24,2021-08-24,sea_star,SOLSPP,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-10-07,2021-10-07,sea_star,ASTAMU,NA,0,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-10-07,2021-10-07,sea_star,DERIMB,NA,3,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-10-07,2021-10-07,sea_star,EVATRO,200,1,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-10-07,2021-10-07,sea_star,EVATRO,110,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-10-07,2021-10-07,sea_star,EVATRO,160,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-10-07,2021-10-07,sea_star,EVATRO,80,2,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
CACS,China Poot,PBCP,59.57210159,-151.30270,59.57210159,-151.30270,1110,2021,NONE,NONE,NONE,2021-10-07,2021-10-07,sea_star,EVATRO,120,4,1,IP,Alaska,AK Southcentral,Alaska to British Columbia,NONE,NONE,NONE,NONE,Mainland,intertidal,2023-10-26 13:00:46
